StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_13,Q10_15,Q10_16,Q10_17,Q10_18,Q10_19,Q10_22,Q10_23,Q10_27,Q10_29,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_22,Q11_23,Q11_27,Q11_29,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q21_17,Q21_18,Q21_19,Q21_20,Q26
2017-07-24 19:43:54,2017-07-24 19:54:50,IP Address,24.62.28.3,100,655,True,2017-07-24 19:54:50,R_10Hs5NZHkBWTO29,,,,,42.364593505859,-71.102798461914,anonymous,EN,Woman,31,01238,Bellatrix Lestrange,Remus Lupin,Harry Potter,False,14,19,13,7,21,9,10,4,17,16,5,3,18,12,2,1,20,15,11,6,8,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Non-Aggressive,Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Maybe/Unsure,Maybe/Unsure,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,"Death Eaters attack Harry and his friends ",20,3,4,19,15,7,9,6,18,1,10,13,5,14,2,12,8,17,11,16,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-24 19:37:50,2017-07-24 20:03:10,IP Address,108.11.186.35,100,1520,True,2017-07-24 20:03:11,R_2ZUpnbxCOrDBn5r,,,,,36.796798706055,-76.176696777344,anonymous,EN,Man,41,23456,Bellatrix Lestrange,Neville Longbottom,"Albus Dumbledore ",True,11,2,10,7,1,17,9,12,19,6,5,15,20,8,18,13,3,14,16,4,21,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Non-Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Non-Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,Ron and Harry almost being killed by the Whomping Willow and Aragog’s colony of giant spiders in the Forbidden Forest,Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,2,14,13,1,11,10,12,7,3,16,8,6,15,17,18,20,19,5,9,4,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-24 19:49:43,2017-07-24 20:05:31,IP Address,75.166.208.113,100,947,True,2017-07-24 20:05:32,R_vwCtjosS8QddZD3,,,,,39.694793701172,-105.03359985352,anonymous,EN,Woman,26,80517,Bellatrix Lestrange,"Other ",Remus Lupin,False,6,20,14,13,21,5,4,3,18,17,12,7,19,10,2,9,16,8,11,15,1,Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,5,3,19,14,1,11,8,18,4,17,15,9,13,2,6,10,12,7,16,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-24 20:09:54,2017-07-24 20:23:18,IP Address,136.63.120.23,100,803,True,2017-07-24 20:23:18,R_wTO40X8Ro0OPY1r,,,,,39.147201538086,-94.573501586914,anonymous,EN,Woman,46,"64118 ",Lord Voldemort (Tom Riddle),"Peter Pettigrew ",Neville Longbottom,False,12,1,4,7,2,14,13,16,9,5,21,18,3,20,17,19,10,6,8,11,15,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Non-Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Yes,No,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Harry's encounter with dementors on the train,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Bellatrix kills Sirius Black,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,1,12,6,2,13,19,5,10,3,18,8,14,7,11,16,17,20,9,15,4,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-24 20:08:57,2017-07-24 20:28:59,IP Address,67.167.187.30,100,1202,True,2017-07-24 20:28:59,R_piqFu2uVseHZnCV,,,,,42.6875,-83.234100341797,anonymous,EN,Woman,35,48360,Bellatrix Lestrange,Harry Potter,Harry Potter,True,1,20,12,15,21,7,2,3,16,18,14,6,17,4,9,8,19,10,11,13,5,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Non-Aggressive,Extremely Non-Aggressive,Aggressive,Extremely Aggressive,Aggressive,Non-Aggressive,Non-Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,2,7,19,4,3,1,12,17,5,16,9,11,14,6,13,8,18,15,10,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-24 20:48:36,2017-07-24 20:59:43,IP Address,104.4.32.189,100,667,True,2017-07-24 20:59:43,R_2YJSOqvplgWmv9L,,,,,38.732803344727,-90.107200622559,anonymous,EN,Woman,35,62040,Bellatrix Lestrange,Rubeus Hagrid,Neville Longbottom,False,11,20,14,16,21,3,7,15,12,17,10,2,13,4,1,9,18,5,8,19,6,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,Ron and Harry almost being killed by the Whomping Willow and Aragog’s colony of giant spiders in the Forbidden Forest,Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,2,3,13,6,1,7,8,14,9,17,10,15,12,5,16,11,19,4,18,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-24 20:03:10,2017-07-24 21:02:47,IP Address,24.0.115.156,100,3576,True,2017-07-24 21:02:47,R_2AXWwXJITTJ6TkY,,,,,39.928604125977,-75.024200439453,anonymous,EN,Woman,32,08034,Lord Voldemort (Tom Riddle),Minerva McGonagall,Harry Potter,False,13,1,8,4,3,15,12,9,16,2,18,17,19,20,21,10,5,11,6,7,14,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Non-Aggressive,Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,1,6,7,2,9,13,12,8,3,16,11,5,17,10,18,19,20,4,14,15,4 - Very familiar - #TeamGryffindor
2017-07-24 21:02:07,2017-07-24 21:11:33,IP Address,75.39.1.42,100,565,True,2017-07-24 21:11:33,R_bkhyTRKL3wZGIIV,,,,,42.598403930664,-82.913497924805,anonymous,EN,Woman,33,48045,Lord Voldemort (Tom Riddle),"Peter Pettigrew ",Hermione Granger,False,14,21,9,11,19,7,15,20,10,13,1,5,3,16,6,8,18,12,17,4,2,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Non-Aggressive,Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Non-Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Non-Aggressive,Extremely Non-Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,Ron and Harry almost being killed by the Whomping Willow and Aragog’s colony of giant spiders in the Forbidden Forest,Buckbeak's execution/Hermione punches Draco,"The Triwizard tournament tasks, which involve dangerous tasks with no assistance  ",Dolores Umbridge punishes Harry by use of the Black Quill,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,4,2,19,5,6,8,1,15,3,17,11,14,16,7,13,10,18,9,12,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-24 21:03:21,2017-07-24 21:14:39,IP Address,219.79.142.88,100,678,True,2017-07-24 21:14:39,R_1170yWGLUoS5QMM,,,,,22.291000366211,114.14999389648,anonymous,EN,Woman,11,Hong Kong,Sirius Black,Neville Longbottom,Hermione Granger,True,16,20,11,19,15,17,6,7,8,9,10,1,12,3,4,13,14,21,18,5,2,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Yes,Maybe/Unsure,"Snape/Quirrell hex Harry's first Quidditch game, jinxing his broom","The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,Snape kills Dumbledore,"Death Eaters attack Harry and his friends ",20,3,4,19,5,1,12,14,17,6,16,7,10,13,2,8,9,18,15,11,4 - Very familiar - #TeamGryffindor
2017-07-24 20:44:35,2017-07-24 21:28:07,IP Address,73.148.250.157,100,2612,True,2017-07-24 21:28:08,R_ODqYj0UjuWG8ILv,,,,,30.083099365234,-81.862998962402,anonymous,EN,Woman,60,32003,Bellatrix Lestrange,Neville Longbottom,Sirius Black,False,11,20,12,7,21,10,4,9,19,13,5,2,17,6,3,8,18,14,15,16,1,Extremely Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Non-Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Aggressive,Non-Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,2,7,19,12,3,6,8,18,4,14,15,9,16,1,13,5,17,11,10,4 - Very familiar - #TeamGryffindor
2017-07-24 21:23:12,2017-07-24 21:34:47,IP Address,67.186.189.114,100,695,True,2017-07-24 21:34:47,R_2fiGIrfS9OGCPUN,,,,,42.633895874023,-71.295700073242,anonymous,EN,Woman,60,01854,"Peter Pettigrew ",Neville Longbottom,Severus Snape,False,14,2,10,13,3,17,16,12,4,5,1,18,7,15,19,20,6,11,9,8,21,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ",Ron and Harry almost being killed by the Whomping Willow and Aragog’s colony of giant spiders in the Forbidden Forest,Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,4,5,19,6,2,3,9,18,1,12,8,10,11,7,13,14,17,16,15,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-24 21:35:57,2017-07-24 21:47:48,IP Address,74.199.111.60,100,711,True,2017-07-24 21:47:48,R_3hzJ3OJuNWNa4hD,,,,,41.313201904297,-81.811096191406,anonymous,EN,Woman,37,44149,Lord Voldemort (Tom Riddle),Neville Longbottom,Hermione Granger,True,18,21,10,15,19,3,8,12,14,11,13,4,20,9,1,7,17,6,5,16,2,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dumbledore duels Voldemort,Snape kills Dumbledore,Harry duels and kills Voldemort,20,2,3,19,9,4,5,6,17,8,18,11,7,14,1,13,10,16,15,12,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-24 21:39:40,2017-07-24 21:49:59,IP Address,68.5.66.146,100,619,True,2017-07-24 21:50:00,R_5z4DvgxbXLncT8l,,,,,33.571701049805,-117.72889709473,anonymous,EN,Woman,39,92651,Dolores Umbridge,"Other ",Hermione Granger,False,8,2,12,10,3,17,14,7,20,5,4,13,16,15,19,11,1,9,21,6,18,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ","Professor Lupin turns into a werewolf and Sirius Black takes animagus form to protect Harry, Ron and Hermonine from Lupin’s attack","The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,Snape kills Dumbledore,Harry duels and kills Voldemort,17,5,2,20,8,4,3,6,16,9,11,10,13,15,1,14,12,19,7,18,4 - Very familiar - #TeamGryffindor
2017-07-24 21:38:56,2017-07-24 21:50:50,IP Address,142.105.206.176,100,713,True,2017-07-24 21:50:51,R_psZFM5g8HL66WCB,,,,,43.694793701172,-70.290496826172,anonymous,EN,Woman,51,04103,Bellatrix Lestrange,"Albus Dumbledore ",Severus Snape,False,1,20,11,5,21,3,7,4,13,19,16,2,17,8,6,9,18,12,14,15,10,Non-Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,19,4,3,18,5,1,6,2,17,10,12,13,7,16,9,8,14,15,11,20,4 - Very familiar - #TeamGryffindor
2017-07-24 21:45:48,2017-07-24 21:57:38,IP Address,73.21.209.153,100,709,True,2017-07-24 21:57:38,R_3MzokGnCwqdzfQ3,,,,,28.534103393555,-81.164703369141,anonymous,EN,Woman,18,32820,Bellatrix Lestrange,Neville Longbottom,Harry Potter,False,11,18,16,13,21,6,4,8,15,17,14,3,9,7,2,5,20,10,12,19,1,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Non-Aggressive,Non-Aggressive,Non-Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,Ron and Harry almost being killed by the Whomping Willow and Aragog’s colony of giant spiders in the Forbidden Forest,"Professor Lupin turns into a werewolf and Sirius Black takes animagus form to protect Harry, Ron and Hermonine from Lupin’s attack","The Triwizard tournament tasks, which involve dangerous tasks with no assistance  ",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ","Death Eaters attack Harry and his friends ",20,2,3,18,16,4,6,5,19,7,14,12,13,15,1,8,10,17,9,11,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-24 21:49:17,2017-07-24 21:59:46,IP Address,209.222.219.15,100,628,True,2017-07-24 21:59:47,R_yVHlDQiUXtyL5eh,,,,,45.002807617188,-68.633399963379,anonymous,EN,Woman,42,06382,Bellatrix Lestrange,Neville Longbottom,Harry Potter,False,7,2,8,13,1,10,9,12,15,3,20,18,16,5,14,19,4,11,6,17,21,Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Non-Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Non-Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ","Professor Lupin turns into a werewolf and Sirius Black takes animagus form to protect Harry, Ron and Hermonine from Lupin’s attack","The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,4,3,18,5,1,6,7,17,8,16,13,11,12,2,15,9,19,10,14,5 - Super fan - I'm basically waiting on my Hogwarts letter.
